date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,team_name,season,result_num,streak_win,streak_draw,streak_loss,streak_unbeaten
2023-02-11,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,1,2,América,0.7,3.2,46.0,,Alexis Francisco Peña,4/3/2003,Ismael Lopez,Match Report,,5,1,21.2,0.0,0,0,Necaxa,2023,-1,0,1,0,1
2023-02-10,2023-03-20 19:10:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,W,1,0,Atlético,1.1,0.7,63.0,21333.0,Lisandro López,4-2-3-1,Luis Santander,Match Report,,21,5,20.3,1.0,0,0,Tijuana,2023,1,0,3,0,3
2023-02-10,2023-03-20 19:10:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,L,0,1,Tijuana,0.7,1.1,37.0,21333.0,Unai Bilbao,4/3/2003,Luis Santander,Match Report,,6,1,10.6,0.0,0,0,Atletico,2023,-1,1,0,0,2
2023-02-10,2023-03-20 19:00:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,W,3,1,Mazatlán,2.3,1.3,53.0,10290.0,Antony Silva,4-1-4-1,Edgar Morales,Match Report,,14,4,15.0,0.0,0,0,Puebla,2023,1,0,0,2,0
2023-02-10,2023-03-20 19:00:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,L,1,3,Puebla,1.3,2.3,47.0,10290.0,Nicolás Vikonis,5/3/2002,Edgar Morales,Match Report,,17,3,22.1,0.0,0,0,Mazatlan,2023,-1,0,0,5,0
2023-02-09,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Thu,Away,W,2,0,Atlas,1.5,0.7,44.0,12465.0,Celso Ortiz,4/4/2002,Oscar Mejia,Match Report,,16,6,19.0,1.0,0,0,Monterrey,2023,1,4,0,0,4
2023-02-09,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Thu,Home,L,0,2,Monterrey,0.7,1.5,56.0,12465.0,Aldo Rocha,3-4-1-2,Oscar Mejia,Match Report,,16,4,21.7,1.0,0,0,Atlas,2023,-1,0,4,0,6
2023-02-09,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Thu,Home,L,0,3,León,0.7,1.9,54.0,,Pablo Barrera,4/4/2002,Jesus Lopez,Match Report,,12,3,19.8,2.0,0,0,Queretaro,2023,-1,0,2,0,2
2023-02-09,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Thu,Away,W,3,0,Querétaro,1.9,0.7,46.0,,Rodolfo Cota,3/5/2002,Jesus Lopez,Match Report,,15,5,18.3,0.0,1,1,Leon,2023,1,0,0,1,0
2023-02-05,2023-03-20 19:10:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,2,1,Toluca,1.7,0.9,35.0,48788.0,Celso Ortiz,4/4/2002,Victor Caceres,Match Report,,12,5,18.2,0.0,0,0,Monterrey,2023,1,3,0,0,3
2023-02-05,2023-03-20 19:10:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,1,2,Monterrey,0.9,1.7,65.0,48788.0,Claudio Baeza,4-2-3-1,Victor Caceres,Match Report,,13,7,20.8,3.0,0,0,Toluca,2023,-1,0,2,0,4
2023-02-05,2023-03-20 17:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,D,1,1,Guadalajara,0.7,1.2,42.0,,Pablo Barrera,4/4/2002,Edgar Morales,Match Report,,8,1,19.5,1.0,0,0,Queretaro,2023,0,0,1,0,1
2023-02-05,2023-03-20 17:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,D,1,1,Querétaro,1.2,0.7,58.0,,Víctor Guzmán,4/3/2003,Edgar Morales,Match Report,,18,4,20.6,1.0,0,0,Guadalajara,2023,0,1,0,0,1
2023-02-05,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,D,2,2,UNAM,1.1,2.4,61.0,15515.0,Hugo Nervo,4/4/2002,Daniel Quintero,Match Report,,11,2,21.6,1.0,0,0,Atlas,2023,0,0,3,0,5
2023-02-05,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,D,2,2,Atlas,2.4,1.1,39.0,15515.0,Nicolás Freire,4/4/2002,Daniel Quintero,Match Report,,12,4,18.8,0.0,0,1,UNAM,2023,0,0,1,0,2
2023-02-04,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,D,2,2,Santos,2.6,0.9,63.0,,Henry Martín,4-2-3-1,Diego Montaño,Match Report,,24,7,19.8,2.0,1,1,America,2023,0,1,0,0,5
2023-02-04,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,D,2,2,América,0.9,2.6,37.0,,Carlos Acevedo,4-1-3-2,Diego Montaño,Match Report,,14,6,20.9,0.0,0,0,Santos Laguna,2023,0,0,1,0,3
2023-02-04,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,L,0,1,UANL,1.2,1.2,49.0,,José Corona,5/4/2001,Luis Santander,Match Report,,16,3,18.2,0.0,0,0,Cruz Azul,2023,-1,0,0,2,0
2023-02-04,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,W,1,0,Cruz Azul,1.2,1.2,51.0,,Guido Pizarro,4/4/2002,Luis Santander,Match Report,,11,3,20.8,0.0,0,0,UANL,2023,1,0,2,0,4
2023-02-04,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,L,0,1,Pachuca,1.1,0.7,54.0,,Rodolfo Cota,4/4/2002,Guillermo Pacheco,Match Report,,16,4,18.1,1.0,0,0,Leon,2023,-1,0,1,0,1
2023-02-04,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,W,1,0,León,0.7,1.1,46.0,,Óscar Ustari,4-2-3-1,Guillermo Pacheco,Match Report,,12,2,20.8,2.0,0,0,Pachuca,2023,1,2,0,0,2
2023-02-03,2023-03-20 20:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,W,3,2,Mazatlán,0.8,1.5,46.0,17023.0,Alfredo Talavera,4/4/2002,Marco Ortíz,Match Report,,11,4,17.9,0.0,0,0,FC Juarez,2023,1,0,0,2,0
2023-02-03,2023-03-20 20:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,L,2,3,FC Juárez,1.5,0.8,54.0,17023.0,Jefferson Intriago,4/4/2002,Marco Ortíz,Match Report,,23,8,21.2,1.0,0,0,Mazatlan,2023,-1,0,0,4,0
2023-02-03,2023-03-20 19:00:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,D,1,1,Necaxa,0.8,0.8,50.0,,Lisandro López,4-1-2-1-2,César Arturo Ramos,Match Report,,10,2,23.7,0.0,0,0,Tijuana,2023,0,0,2,0,2
2023-02-03,2023-03-20 19:00:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,D,1,1,Tijuana,0.8,0.8,50.0,,Alexis Francisco Peña,4/4/2002,César Arturo Ramos,Match Report,,15,6,19.0,0.0,0,0,Necaxa,2023,0,0,0,1,0
2023-02-02,2023-03-20 21:00:00,Liga MX,Clausura 2023 Regular Season,Thu,Away,L,0,2,Atlético,0.8,1.8,56.0,12409.0,Antony Silva,3/4/2003,Adonai Escobedo,Match Report,,15,4,20.0,1.0,0,0,Puebla,2023,-1,0,0,1,0
2023-02-02,2023-03-20 21:00:00,Liga MX,Clausura 2023 Regular Season,Thu,Home,W,2,0,Puebla,1.8,0.8,44.0,12409.0,Javier Güemez,4/3/2003,Adonai Escobedo,Match Report,,15,4,21.5,1.0,0,1,Atletico,2023,1,0,1,0,1
2023-02-01,2023-03-20 20:05:00,Liga MX,Clausura 2023 Regular Season,Wed,Home,D,0,0,Toluca,0.5,0.9,41.0,,Hugo Nervo,4/3/2003,Luis Santander,Match Report,,11,2,21.4,2.0,0,0,Atlas,2023,0,0,2,0,4
2023-02-01,2023-03-20 20:05:00,Liga MX,Clausura 2023 Regular Season,Wed,Away,D,0,0,Atlas,0.9,0.5,59.0,,Claudio Baeza,4-4-1-1,Luis Santander,Match Report,,15,4,22.3,3.0,0,0,Toluca,2023,0,0,1,0,3
2023-01-29,2023-03-20 19:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,2,1,Necaxa,2.6,1.4,58.0,,Óscar Ustari,4-2-3-1,Victor Caceres,Match Report,,24,11,20.9,0.0,1,1,Pachuca,2023,1,1,0,0,1
2023-01-29,2023-03-20 19:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,1,2,Pachuca,1.4,2.6,42.0,,Alexis Francisco Peña,3/5/2002,Victor Caceres,Match Report,,8,2,22.3,1.0,1,1,Necaxa,2023,-1,1,0,0,1
2023-01-29,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,D,0,0,Toluca,1.0,2.4,26.0,20887.0,Rodolfo Cota,4/4/2002,Adonai Escobedo,Match Report,,7,1,24.3,0.0,0,0,Leon,2023,0,0,0,1,0
2023-01-29,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,D,0,0,León,2.4,1.0,74.0,20887.0,Claudio Baeza,4/4/2002,Adonai Escobedo,Match Report,,31,9,17.3,1.0,0,0,Toluca,2023,0,1,0,0,2
2023-01-28,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,6,0,Mazatlán,3.1,0.5,61.0,22588.0,Henry Martín,4-2-3-1,Luis Santander,Match Report,,16,8,16.5,4.0,0,0,America,2023,1,0,4,0,4
2023-01-28,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,0,6,América,0.5,3.1,39.0,22588.0,Jefferson Intriago,4-1-4-1,Luis Santander,Match Report,,10,2,18.1,0.0,0,0,Mazatlan,2023,-1,0,0,3,0
2023-01-28,2023-03-20 20:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,W,2,1,FC Juárez,1.9,1.6,35.0,17009.0,Víctor Guzmán,4/3/2003,César Arturo Ramos,Match Report,,6,1,17.8,0.0,1,1,Guadalajara,2023,1,0,0,1,0
2023-01-28,2023-03-20 20:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,L,1,2,Guadalajara,1.6,1.9,65.0,17009.0,Alfredo Talavera,4/4/2002,César Arturo Ramos,Match Report,,27,5,21.2,2.0,0,0,FC Juarez,2023,-1,0,0,1,0
2023-01-28,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,D,0,0,Atlético,1.5,0.1,71.0,41615.0,Guido Pizarro,5/3/2002,Diego Montaño,Match Report,,18,3,13.0,0.0,0,0,UANL,2023,0,0,1,0,3
2023-01-28,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,D,0,0,UANL,0.1,1.5,29.0,41615.0,Javier Güemez,4-3-1-2,Diego Montaño,Match Report,,2,0,59.9,0.0,0,0,Atletico,2023,0,0,0,1,0
2023-01-27,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,W,2,1,Puebla,1.1,1.1,47.0,14276.0,Celso Ortiz,4/4/2002,Jesus Lopez,Match Report,,19,3,23.8,1.0,0,0,Monterrey,2023,1,2,0,0,2
2023-01-27,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,D,0,0,UNAM,1.3,0.1,66.0,,Lisandro López,4-2-3-1,Ismael Lopez,Match Report,,22,6,18.0,0.0,0,0,Tijuana,2023,0,0,1,0,1
2023-01-27,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,L,1,2,Monterrey,1.1,1.1,53.0,14276.0,Antony Silva,5/4/2001,Jesus Lopez,Match Report,,16,8,20.8,0.0,0,0,Puebla,2023,-1,0,1,0,2
2023-01-27,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,D,0,0,Tijuana,0.1,1.3,34.0,,Juan Ignacio Dinenno,4-2-3-1,Ismael Lopez,Match Report,,4,2,19.0,0.0,0,0,UNAM,2023,0,1,0,0,1
2023-01-26,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Thu,Away,D,2,2,Atlas,0.5,1.0,28.0,14073.0,Carlos Acevedo,4/4/2002,Marco Ortíz,Match Report,,11,2,21.4,0.0,0,0,Santos Laguna,2023,0,2,0,0,2
2023-01-26,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Thu,Home,D,2,2,Santos,1.0,0.5,72.0,14073.0,Aldo Rocha,4/3/2003,Marco Ortíz,Match Report,,13,4,18.6,0.0,0,0,Atlas,2023,0,0,1,0,3
2023-01-22,2023-03-20 19:10:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,4,1,FC Juárez,1.5,0.7,47.0,,Óscar Ustari,4-2-3-1,Ismael Lopez,Match Report,,12,4,24.4,3.0,1,1,Pachuca,2023,1,0,0,1,0
2023-01-22,2023-03-20 19:10:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,1,4,Pachuca,0.7,1.5,53.0,,Alfredo Talavera,4-1-4-1,Ismael Lopez,Match Report,,12,4,17.6,0.0,0,0,FC Juarez,2023,-1,1,0,0,1
2023-01-22,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,D,3,3,Atlas,2.3,2.4,49.0,,Pablo Barrera,4/4/2002,Óscar Macias,Match Report,,13,4,24.9,0.0,1,2,Queretaro,2023,0,0,0,1,0
2023-01-22,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,D,3,3,Querétaro,2.4,2.3,51.0,,Aldo Rocha,4/4/2002,Óscar Macias,Match Report,,15,7,17.8,1.0,0,0,Atlas,2023,0,2,0,0,2
2023-01-22,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,1,4,UNAM,1.5,1.8,52.0,,William Tesillo,5/4/2001,Edgar Morales,Match Report,,12,2,17.9,2.0,0,0,Leon,2023,-1,1,0,0,1
2023-01-22,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,4,1,León,1.8,1.5,48.0,,Nicolás Freire,4-2-3-1,Edgar Morales,Match Report,,9,5,19.3,0.0,0,0,UNAM,2023,1,0,0,1,0
2023-01-21,2023-03-20 21:10:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,0,1,Necaxa,1.2,0.6,70.0,18114.0,José Corona,3/4/2003,Jorge Camacho,Match Report,,17,3,18.4,1.0,0,0,Cruz Azul,2023,-1,0,0,1,0
2023-01-21,2023-03-20 21:10:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,W,2,1,Guadalajara,1.5,1.1,54.0,31398.0,Claudio Baeza,4-2-3-1,Marco Ortíz,Match Report,,13,4,18.2,0.0,0,0,Toluca,2023,1,0,1,0,1
2023-01-21,2023-03-20 21:10:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,L,1,2,Toluca,1.1,1.5,46.0,31398.0,Víctor Guzmán,4/3/2003,Marco Ortíz,Match Report,,13,2,16.6,0.0,0,0,Guadalajara,2023,-1,0,1,0,3
2023-01-21,2023-03-20 21:10:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,1,0,Cruz Azul,0.6,1.2,30.0,18114.0,Fabricio Formiliano,3/4/2003,Jorge Camacho,Match Report,,9,3,18.7,0.0,0,0,Necaxa,2023,1,0,0,4,0
2023-01-21,2023-03-20 19:10:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,D,2,2,Puebla,1.8,0.7,65.0,,Henry Martín,4-2-3-1,Oscar Mejia,Match Report,,19,6,23.1,4.0,0,0,America,2023,0,0,3,0,3
2023-01-21,2023-03-20 19:10:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,D,2,2,América,0.7,1.8,35.0,,Antony Silva,4-1-4-1,Oscar Mejia,Match Report,,8,5,21.2,0.0,0,0,Puebla,2023,0,1,0,0,1
2023-01-21,2023-03-20 17:06:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,3,1,Atlético,2.4,1.3,46.0,,Celso Ortiz,4/4/2002,Fernando Guerrero,Match Report,,15,3,16.8,1.0,0,0,Monterrey,2023,1,1,0,0,1
2023-01-21,2023-03-20 17:06:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,1,3,Monterrey,1.3,2.4,54.0,,Unai Bilbao,4-3-1-2,Fernando Guerrero,Match Report,,9,3,17.7,0.0,0,0,Atletico,2023,-1,0,1,0,2
2023-01-20,2023-03-20 20:00:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,W,2,1,Mazatlán,1.9,1.5,47.0,,Carlos Acevedo,4/4/2002,César Arturo Ramos,Match Report,,23,12,17.3,0.0,0,0,Santos Laguna,2023,1,1,0,0,1
2023-01-20,2023-03-20 20:00:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,L,1,2,Santos,1.5,1.9,53.0,,Jefferson Intriago,4-2-2-2,César Arturo Ramos,Match Report,,16,5,17.8,0.0,0,0,Mazatlan,2023,-1,0,0,2,0
2023-01-20,2023-03-20 19:10:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,D,1,1,UANL,0.6,0.5,39.0,,Lisandro López,4-2-3-1,Adonai Escobedo,Match Report,,8,2,16.7,0.0,0,0,Tijuana,2023,0,0,0,1,0
2023-01-20,2023-03-20 19:10:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,D,1,1,Tijuana,0.5,0.6,61.0,,Guido Pizarro,4/3/2003,Adonai Escobedo,Match Report,,11,5,22.5,1.0,0,0,UANL,2023,0,2,0,0,2
2023-01-16,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Mon,Home,W,2,1,Necaxa,0.9,1.0,59.0,,William Tesillo,5/4/2001,Brian Gonzalez,Match Report,,15,2,20.5,2.0,0,0,Leon,2023,1,0,0,1,0
2023-01-16,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Mon,Away,L,1,2,León,1.0,0.9,41.0,,Fabricio Formiliano,4-2-3-1,Brian Gonzalez,Match Report,,4,2,24.8,1.0,1,1,Necaxa,2023,-1,0,0,3,0
2023-01-15,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,4,1,Pachuca,2.7,2.3,49.0,41615.0,Guido Pizarro,4/3/2003,Marco Ortíz,Match Report,,17,7,16.4,2.0,0,0,UANL,2023,1,1,0,0,1
2023-01-15,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,1,4,UANL,2.3,2.7,51.0,41615.0,Óscar Ustari,4-2-3-1,Marco Ortíz,Match Report,,13,3,16.0,0.0,0,0,Pachuca,2023,-1,6,0,0,6
2023-01-14,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,3,0,UNAM,3.3,1.7,39.0,16144.0,Carlos Acevedo,4-2-3-1,Luis Santander,Match Report,,26,18,15.8,1.0,1,1,Santos Laguna,2023,1,0,0,3,0
2023-01-14,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,0,3,Santos,1.7,3.3,61.0,16144.0,Nicolás Freire,4-2-3-1,Luis Santander,Match Report,,23,8,21.7,2.0,0,0,UNAM,2023,-1,1,0,0,1
2023-01-14,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,D,2,2,Toluca,2.2,1.3,51.0,,Henry Martín,4-2-3-1,Fernando Guerrero,Match Report,,17,3,19.9,1.0,1,1,America,2023,0,0,2,0,2
2023-01-14,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,D,2,2,América,1.3,2.2,49.0,,Claudio Baeza,4-2-3-1,Fernando Guerrero,Match Report,,18,12,17.9,0.0,0,0,Toluca,2023,0,0,0,2,0
2023-01-14,2023-03-20 18:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,0,3,FC Juárez,1.5,1.3,53.0,,Lisandro López,4-2-3-1,Victor Caceres,Match Report,,15,3,17.2,0.0,0,0,Tijuana,2023,-1,0,3,0,3
2023-01-14,2023-03-20 18:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,3,0,Tijuana,1.3,1.5,47.0,,Alfredo Talavera,4-2-3-1,Victor Caceres,Match Report,,12,3,21.1,0.0,1,1,FC Juarez,2023,1,0,0,2,0
2023-01-14,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,W,3,2,Cruz Azul,1.3,0.9,57.0,,Celso Ortiz,4/4/2002,César Arturo Ramos,Match Report,,17,8,21.7,1.0,0,0,Monterrey,2023,1,0,0,3,0
2023-01-14,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,L,2,3,Monterrey,0.9,1.3,43.0,,José Corona,4/3/2003,César Arturo Ramos,Match Report,,13,5,20.9,1.0,0,0,Cruz Azul,2023,-1,0,1,0,1
2023-01-13,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,L,0,2,Puebla,0.5,0.9,41.0,10613.0,Pablo Barrera,4/4/2002,Jorge Camacho,Match Report,,11,5,21.5,1.0,0,0,Queretaro,2023,-1,0,1,0,1
2023-01-13,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,W,2,0,Querétaro,0.9,0.5,59.0,10613.0,Antony Silva,4-1-4-1,Jorge Camacho,Match Report,,12,5,20.3,0.0,0,0,Puebla,2023,1,0,0,3,0
2023-01-13,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,D,0,0,Atlético,0.5,0.5,69.0,22117.0,Jesús Sánchez García,4/3/2003,Daniel Quintero,Match Report,,13,5,22.5,1.0,0,0,Guadalajara,2023,0,1,0,0,2
2023-01-13,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,D,0,0,Guadalajara,0.5,0.5,31.0,22117.0,Javier Güemez,4/4/2002,Daniel Quintero,Match Report,,4,1,13.7,0.0,0,0,Atletico,2023,0,1,0,0,1
2023-01-12,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Thu,Home,W,2,1,Mazatlán,3.8,0.5,54.0,,Aldo Rocha,4/4/2002,Ismael Lopez,Match Report,,21,9,19.5,1.0,1,1,Atlas,2023,1,1,0,0,1
2023-01-12,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Thu,Away,L,1,2,Atlas,0.5,3.8,46.0,,Néstor Vidrio,4-4-1-1,Ismael Lopez,Match Report,,11,3,22.8,0.0,0,0,Mazatlan,2023,-1,0,0,1,0
2023-01-09,2023-03-20 21:10:00,Liga MX,Clausura 2023 Regular Season,Mon,Away,L,1,5,Pachuca,1.0,2.7,38.0,,Antony Silva,4-1-3-2,Diego Montaño,Match Report,,7,2,27.6,1.0,1,1,Puebla,2023,-1,0,0,2,0
2023-01-09,2023-03-20 21:10:00,Liga MX,Clausura 2023 Regular Season,Mon,Home,W,5,1,Puebla,2.7,1.0,62.0,,Óscar Ustari,4-2-3-1,Diego Montaño,Match Report,,21,9,17.6,2.0,0,1,Pachuca,2023,1,5,0,0,5
2023-01-08,2023-03-20 19:10:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,D,1,1,Tijuana,0.7,1.7,59.0,27333.0,José Corona,3/4/2003,Daniel Quintero,Match Report,,9,3,15.6,0.0,0,0,Cruz Azul,2023,0,0,0,1,0
2023-01-08,2023-03-20 19:10:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,D,1,1,Cruz Azul,1.7,0.7,41.0,27333.0,Lisandro López,4-2-3-1,Daniel Quintero,Match Report,,15,8,20.4,0.0,1,1,Tijuana,2023,0,0,2,0,2
2023-01-08,2023-03-20 19:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,L,0,3,UANL,1.5,1.6,57.0,,Carlos Acevedo,4-2-3-1,Oscar Mejia,Match Report,,16,7,17.1,1.0,0,0,Santos Laguna,2023,-1,0,0,2,0
2023-01-08,2023-03-20 19:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,W,3,0,Santos,1.6,1.5,43.0,,Guido Pizarro,4/3/2003,Oscar Mejia,Match Report,,17,6,17.8,1.0,0,0,UANL,2023,1,0,0,1,0
2023-01-08,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,2,1,FC Juárez,2.4,1.1,68.0,,Juan Ignacio Dinenno,4-2-3-1,Óscar Macias,Match Report,,19,4,20.4,0.0,1,1,UNAM,2023,1,0,0,3,0
2023-01-08,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,1,2,UNAM,1.1,2.4,32.0,,Alfredo Talavera,4-2-3-1,Óscar Macias,Match Report,,6,3,10.8,0.0,0,0,FC Juarez,2023,-1,0,0,1,0
2023-01-07,2023-03-20 21:10:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,L,0,1,Guadalajara,2.2,0.4,63.0,,Celso Ortiz,4/4/2002,Adonai Escobedo,Match Report,,23,8,18.9,2.0,0,1,Monterrey,2023,-1,0,0,2,0
2023-01-07,2023-03-20 21:10:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,W,1,0,Monterrey,0.4,2.2,37.0,,Jesús Sánchez García,4/3/2003,Adonai Escobedo,Match Report,,6,2,17.4,0.0,0,0,Guadalajara,2023,1,0,1,0,1
2023-01-07,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,D,0,0,Querétaro,1.7,0.4,66.0,,Miguel Layún,4-4-1-1,Victor Caceres,Match Report,,26,6,17.0,0.0,0,0,America,2023,0,0,1,0,1
2023-01-07,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,D,0,0,América,0.4,1.7,34.0,,Pablo Barrera,4/4/2002,Victor Caceres,Match Report,,7,2,19.9,0.0,0,0,Queretaro,2023,0,0,0,2,0
2023-01-06,2023-03-20 19:00:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,L,2,3,Atlético,0.5,1.7,55.0,,Fabricio Formiliano,4-2-3-1,Fernando Hernández,Match Report,,12,6,17.6,0.0,0,0,Necaxa,2023,-1,0,0,2,0
2023-01-06,2023-03-20 19:00:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,W,3,2,Necaxa,1.7,0.5,45.0,,Unai Bilbao,4/4/2002,Fernando Hernández,Match Report,,14,6,19.9,0.0,0,0,Atletico,2023,1,0,0,2,0
2022-10-30,2023-03-20 19:36:00,Liga MX,Finals,Sun,Away,L,1,3,Pachuca,0.3,2.7,60.0,21080.0,Claudio Baeza,4-2-3-1,Adonai Escobedo,Match Report,Leg 2 of 2; Pachuca won,8,2,23.7,1.0,0,0,Toluca,2023,-1,0,0,1,0
2022-10-30,2023-03-20 19:36:00,Liga MX,Finals,Sun,Home,W,3,1,Toluca,2.7,0.3,40.0,21080.0,Óscar Ustari,4-2-3-1,Adonai Escobedo,Match Report,Leg 2 of 2; Pachuca won,20,6,18.5,1.0,1,2,Pachuca,2023,1,4,0,0,4
2022-10-27,2023-03-20 20:06:00,Liga MX,Finals,Thu,Home,L,1,5,Pachuca,2.6,1.2,62.0,27232.0,Claudio Baeza,4/4/2002,Marco Ortíz,Match Report,Leg 1 of 2,20,4,19.3,1.0,0,1,Toluca,2023,-1,0,1,0,8
2022-10-27,2023-03-20 20:06:00,Liga MX,Finals,Thu,Away,W,5,1,Toluca,1.2,2.6,38.0,27232.0,Óscar Ustari,4-2-3-1,Marco Ortíz,Match Report,Leg 1 of 2,14,6,19.0,0.0,0,0,Pachuca,2023,1,3,0,0,3
